id,task,response,prob_ind,correct
27,11,0,0,1
27,5,0,0,1
27,12,0,0,1
27,9,0,0,1
27,2,1,1,1
28,4,1,1,1
28,3,0,0,1
28,11,0,0,1
28,6,0,0,1
28,14,0,0,1
28,5,1,1,1
29,4,1,1,1
29,9,1,1,1
29,14,2,1,0
29,16,1,1,1
29,8,1,1,1
29,18,2,1,0
30,4,0,0,1
30,10,0,0,1
30,13,1,1,1
30,12,0,0,1
30,9,0,0,1
30,11,1,1,1
31,8,1,1,1
31,5,2,0,0
31,15,0,1,0
31,12,1,1,1
31,2,0,0,1
31,18,1,1,1
32,2,0,0,1
32,8,0,0,1
32,10,0,1,0
32,13,1,1,1
32,9,1,1,1
32,15,0,0,1
33,5,1,1,1
33,11,0,0,1
33,1,1,1,1
33,9,0,0,1
33,10,2,1,0
33,8,0,0,1
34,18,0,0,1
34,4,1,1,1
34,17,0,0,1
34,16,2,0,0
34,13,0,0,1
34,6,1,1,1
35,5,1,1,1
35,14,0,0,1
35,11,1,1,1
35,1,1,1,1
35,4,1,1,1
35,7,2,0,0
36,17,0,0,1
36,3,0,0,1
36,6,0,0,1
36,9,0,0,1
36,4,0,0,1
36,7,1,1,1
37,4,1,1,1
37,1,2,1,0
37,3,1,0,0
37,2,2,0,0
37,12,1,1,1
37,6,0,1,0
38,17,0,0,1
38,4,1,1,1
38,12,1,0,0
38,15,2,0,0
38,8,0,0,1
38,14,2,0,0
39,12,1,1,1
39,13,1,1,1
39,15,0,0,1
39,3,1,1,1
39,8,0,0,1
39,14,1,1,1
40,14,1,1,1
40,15,0,1,0
40,11,1,1,1
40,10,1,1,1
40,8,0,0,1
40,4,1,1,1
41,11,0,0,1
41,2,0,0,1
41,7,1,1,1
41,15,2,0,0
41,8,0,0,1
41,17,1,1,1
42,4,0,0,1
42,9,1,1,1
42,18,1,1,1
42,15,1,1,1
42,2,2,1,0
42,3,0,0,1
43,15,0,0,1
43,5,2,1,0
43,1,0,0,1
43,4,1,1,1
43,14,0,0,1
43,17,1,1,1
44,14,0,0,1
44,17,1,1,1
44,15,2,0,0
44,3,1,0,0
44,11,1,0,0
44,18,2,1,0
45,15,1,1,1
45,11,1,1,1
45,14,1,1,1
45,8,1,1,1
45,12,2,1,0
45,7,0,1,0
46,18,1,1,1
46,4,1,1,1
46,17,1,1,1
46,16,0,0,1
46,9,0,0,1
46,11,0,0,1
47,18,0,0,1
47,4,0,0,1
47,13,1,1,1
47,17,1,1,1
47,5,0,0,1
47,16,1,1,1
48,18,1,1,1
48,2,1,1,1
48,7,1,1,1
48,13,1,1,1
48,6,0,1,0
48,14,0,0,1
49,1,1,1,1
49,2,1,1,1
49,11,0,0,1
49,4,0,0,1
49,3,2,1,0
49,17,0,0,1
50,7,1,0,0
50,12,0,0,1
50,15,1,0,0
50,14,0,0,1
50,16,1,1,1
50,1,2,1,0
51,17,1,0,0
51,13,1,0,0
51,4,1,0,0
51,6,2,0,0
51,15,1,1,1
51,1,2,0,0
52,3,0,0,1
52,7,0,0,1
52,9,1,1,1
52,2,1,1,1
52,11,1,1,1
52,15,1,0,0
53,14,2,1,0
53,17,2,1,0
53,1,0,1,0
53,5,1,1,1
53,4,0,0,1
53,9,0,0,1
54,4,1,1,1
54,1,0,0,1
54,10,2,0,0
54,12,1,1,1
54,8,1,1,1
54,15,1,1,1
55,3,0,0,1
55,5,1,1,1
55,6,0,0,1
55,15,0,0,1
55,4,1,1,1
55,1,0,0,1
56,1,1,1,1
56,7,1,1,1
56,18,1,1,1
56,6,1,1,1
56,2,1,1,1
56,4,0,0,1
57,14,0,0,1
57,9,2,0,0
57,11,0,0,1
57,17,1,1,1
57,2,1,1,1
57,18,1,1,1
58,5,2,0,0
58,9,1,0,0
58,16,0,1,0
58,1,0,0,1
58,13,0,0,1
58,14,1,1,1
59,7,0,0,1
59,17,0,0,1
59,16,1,1,1
59,4,0,0,1
59,13,0,0,1
59,11,1,1,1
60,17,0,0,1
60,2,1,1,1
60,11,0,0,1
60,7,0,0,1
60,16,0,0,1
60,12,0,0,1
61,11,0,0,1
61,15,0,0,1
61,14,0,0,1
61,3,2,0,0
61,16,0,0,1
61,13,2,0,0
62,14,0,0,1
62,16,1,1,1
62,17,1,1,1
62,5,1,1,1
62,10,1,0,0
62,6,1,1,1
63,1,0,0,1
63,9,1,1,1
63,18,1,1,1
63,2,1,1,1
63,15,1,1,1
63,8,1,1,1
64,11,0,0,1
64,7,0,1,0
64,9,0,0,1
64,12,0,0,1
64,14,1,1,1
64,18,0,0,1
65,9,0,0,1
65,3,1,1,1
65,6,0,0,1
65,10,0,0,1
65,18,0,0,1
65,14,0,0,1
66,11,0,0,1
66,10,0,0,1
66,6,0,0,1
66,5,1,1,1
66,4,1,1,1
66,9,0,0,1
67,12,1,1,1
67,9,0,0,1
67,11,1,1,1
67,16,1,1,1
67,5,0,0,1
67,2,0,0,1
68,4,1,1,1
68,2,0,0,1
68,16,0,0,1
68,3,1,1,1
68,8,1,1,1
68,5,2,1,0
69,1,0,0,1
69,5,0,0,1
69,4,0,0,1
69,15,1,1,1
69,14,0,0,1
69,18,1,1,1
70,15,2,0,0
70,10,1,1,1
70,11,0,0,1
70,9,2,0,0
70,8,1,1,1
70,12,2,0,0
71,10,0,1,0
71,16,1,1,1
71,6,1,1,1
71,14,0,1,0
71,2,1,1,1
71,5,1,1,1
72,4,0,0,1
72,2,0,0,1
72,11,0,0,1
72,10,0,0,1
72,8,0,0,1
72,1,2,1,0
73,6,0,0,1
73,9,0,0,1
73,12,0,0,1
73,17,1,1,1
73,10,0,0,1
73,18,1,1,1
74,4,0,0,1
74,1,1,1,1
74,13,0,0,1
74,16,0,0,1
74,3,2,1,0
74,2,0,0,1
75,8,1,1,1
75,11,0,0,1
75,3,0,0,1
75,4,0,0,1
75,9,1,1,1
75,6,0,1,0
76,4,0,0,1
76,2,0,0,1
76,5,1,1,1
76,18,1,1,1
76,10,0,0,1
76,8,1,1,1
77,1,1,1,1
77,10,0,0,1
77,14,0,0,1
77,17,0,0,1
77,4,1,1,1
77,6,1,1,1
78,18,1,1,1
78,11,1,1,1
78,2,2,0,0
78,7,1,1,1
78,5,1,1,1
78,16,2,1,0
79,3,0,1,0
79,2,0,0,1
79,14,2,0,0
79,17,0,0,1
79,18,2,1,0
79,8,1,1,1
80,10,0,1,0
80,2,0,0,1
80,13,2,1,0
80,8,1,1,1
80,18,2,1,0
80,11,0,0,1
81,3,1,1,1
81,9,1,1,1
81,11,0,0,1
81,8,0,0,1
81,12,0,0,1
81,16,1,1,1
82,12,0,0,1
82,8,1,1,1
82,5,0,0,1
82,9,0,0,1
82,15,0,0,1
82,7,0,0,1
83,7,2,0,0
83,10,0,0,1
83,1,0,0,1
83,13,0,0,1
83,2,1,1,1
83,14,0,0,1
84,18,0,0,1
84,10,0,1,0
84,1,0,0,1
84,11,0,1,0
84,4,0,1,0
84,13,0,0,1
85,9,2,0,0
85,15,0,1,0
85,10,1,1,1
85,7,1,0,0
85,3,0,0,1
85,18,1,1,1
86,7,0,0,1
86,13,0,0,1
86,18,1,1,1
86,8,0,0,1
86,3,0,0,1
86,16,0,0,1
87,8,1,1,1
87,13,2,1,0
87,16,0,0,1
87,12,1,1,1
87,10,2,1,0
87,2,2,0,0
88,3,0,0,1
88,15,2,0,0
88,9,1,1,1
88,4,1,1,1
88,18,1,1,1
88,2,0,0,1
89,3,1,1,1
89,7,1,1,1
89,18,1,1,1
89,2,0,1,0
89,6,0,0,1
89,9,0,0,1
90,3,0,0,1
90,2,0,1,0
90,4,0,0,1
90,16,1,1,1
90,10,0,0,1
90,6,0,0,1
91,13,0,1,0
91,11,0,0,1
91,6,0,0,1
91,9,1,1,1
91,18,2,0,0
91,10,2,1,0
92,18,1,1,1
92,13,1,1,1
92,9,1,1,1
92,12,0,0,1
92,5,0,0,1
92,1,0,0,1
93,9,1,1,1
93,3,1,1,1
93,6,1,1,1
93,5,0,0,1
93,1,1,1,1
93,7,1,0,0
94,9,0,0,1
94,8,1,1,1
94,7,1,1,1
94,1,0,0,1
94,4,1,1,1
94,13,0,0,1
95,12,1,1,1
95,5,1,1,1
95,1,2,0,0
95,15,1,1,1
95,18,1,1,1
95,8,1,1,1
96,15,0,0,1
96,13,1,1,1
96,4,0,1,0
96,16,0,0,1
96,11,2,0,0
96,2,1,1,1
97,7,0,1,0
97,11,0,0,1
97,2,1,1,1
97,6,1,1,1
97,4,1,1,1
97,14,0,0,1
98,6,1,1,1
98,13,0,0,1
98,11,1,1,1
98,4,1,1,1
98,14,0,0,1
98,1,0,0,1
99,13,0,1,0
99,15,1,1,1
99,9,2,0,0
99,3,1,1,1
99,2,1,1,1
99,10,1,0,0
100,16,0,0,1
100,1,1,0,0
100,12,1,0,0
100,7,0,1,0
100,11,0,1,0
100,4,1,1,1
101,6,0,0,1
101,10,0,0,1
101,1,1,1,1
101,13,0,1,0
101,11,1,1,1
101,12,0,0,1
102,8,0,0,1
102,1,0,0,1
102,9,1,1,1
102,10,2,1,0
102,6,1,1,1
102,18,0,0,1
103,2,0,0,1
103,17,1,1,1
103,13,2,0,0
103,15,0,0,1
103,18,1,1,1
103,16,1,1,1
104,8,1,1,1
104,11,0,0,1
104,2,1,1,1
104,16,1,1,1
104,4,1,1,1
104,7,0,1,0
105,18,1,1,1
105,12,1,1,1
105,17,1,0,0
105,5,1,1,1
105,13,2,0,0
105,3,1,1,1
106,13,1,1,1
106,7,1,1,1
106,16,0,0,1
106,14,1,1,1
106,12,1,1,1
106,5,0,0,1
107,8,0,0,1
107,13,1,1,1
107,18,2,0,0
107,11,1,1,1
107,5,1,1,1
107,6,0,0,1
108,6,1,1,1
108,4,0,0,1
108,1,2,1,0
108,5,1,1,1
108,18,0,0,1
108,11,0,0,1
109,4,0,0,1
109,11,0,0,1
109,14,1,1,1
109,9,0,0,1
109,16,0,0,1
109,1,0,0,1
110,15,1,1,1
110,17,0,0,1
110,5,0,0,1
110,13,1,0,0
110,6,0,0,1
110,12,1,1,1
111,6,1,1,1
111,2,1,1,1
111,4,1,1,1
111,3,0,0,1
111,10,1,1,1
111,17,1,1,1
112,3,0,0,1
112,14,0,1,0
112,17,0,0,1
112,7,1,0,0
112,4,1,0,0
112,8,1,0,0
113,2,1,1,1
113,8,0,0,1
113,1,1,1,1
113,6,0,0,1
113,14,0,0,1
113,10,0,0,1
114,9,1,1,1
114,18,1,1,1
114,8,0,0,1
114,17,0,0,1
114,5,1,1,1
114,6,2,1,0
115,10,1,1,1
115,7,1,1,1
115,2,1,1,1
115,17,1,1,1
115,12,0,0,1
115,15,2,1,0
116,5,1,1,1
116,6,0,0,1
116,9,1,1,1
116,11,1,1,1
116,2,2,0,0
116,17,1,1,1
117,16,1,1,1
117,14,0,0,1
117,9,0,0,1
117,12,0,1,0
117,15,1,0,0
117,2,0,1,0
118,12,0,0,1
118,16,1,1,1
118,9,0,0,1
118,18,0,0,1
118,15,1,0,0
118,7,0,0,1
119,1,1,0,0
119,10,1,0,0
119,3,0,1,0
119,13,0,0,1
119,18,1,1,1
119,5,2,1,0
