subj_id,model,promptstyle,symb_num,prob_type,prob_ind,correct_answer,response,correct,total
350613,350613,02,num,row_constant,39,[9],9],1,1
350613,350613,02,num,row_constant,40,[0],0],1,1
350613,350613,02,num,row_constant,41,[6],6],1,1
350613,350613,02,num,row_constant,42,[1],1],1,1
350613,350613,02,num,row_constant,43,[4],4],1,1
350613,350613,02,num,row_constant,44,[5],5],1,1
350613,350613,02,num,row_constant,45,[3],3],1,1
350613,350613,02,num,row_constant,46,[2],2],1,1
350613,350613,02,num,row_constant,47,[8],8],1,1
350613,350613,02,num,row_constant,48,[8],8],1,1
350613,350613,02,num,row_constant,49,[7],7],1,1
350613,350613,02,num,row_constant,50,[1],1],1,1
350613,350613,02,num,row_constant,51,[4],4],1,1
350613,350613,02,num,row_constant,52,[7],7],1,1
350613,350613,02,num,row_constant,53,[7],7],1,1
350613,350613,02,num,row_constant,54,[9],9],1,1
350613,350613,02,num,row_constant,55,[0],0],1,1
350613,350613,02,num,row_constant,56,[7],7],1,1
350613,350613,02,num,row_constant,57,[0],0],1,1
350613,350613,02,num,row_constant,58,[3],3],1,1
350613,350613,02,num,row_constant,59,[5],5],1,1
350613,350613,02,num,row_constant,60,[1],1],1,1
350613,350613,02,num,row_constant,61,[3],3],1,1
350613,350613,02,num,row_constant,62,[3],3],1,1
350613,350613,02,num,row_constant,63,[3],3],1,1
350613,350613,02,num,row_constant,64,[1],1],1,1
350613,350613,02,num,row_constant,65,[4],4],1,1
350613,350613,02,num,row_constant,66,[8],8],1,1
350613,350613,02,num,row_constant,67,[5],5],1,1
350613,350613,02,num,row_constant,68,[4],4],1,1
350613,350613,02,num,row_constant,69,[4],4],1,1
350613,350613,02,num,row_constant,70,[4],4],1,1
350613,350613,02,num,row_constant,71,[7],7],1,1
350613,350613,02,num,row_constant,72,[1],1],1,1
350613,350613,02,num,row_constant,73,[6],6],1,1
350613,350613,02,num,row_constant,74,[5],5],1,1
350613,350613,02,num,row_constant,75,[0],0],1,1
350613,350613,02,num,row_constant,76,[7],7],1,1
350613,350613,02,num,row_constant,77,[7],7],1,1
350613,350613,02,num,row_constant,78,[4],4],1,1
350613,350613,02,num,row_constant,79,[2],2],1,1
350613,350613,02,num,row_constant,80,[3],3],1,1
350613,350613,02,num,row_constant,81,[2],2],1,1
350613,350613,02,num,row_constant,82,[9],9],1,1
350613,350613,02,num,row_constant,83,[8],8],1,1
350613,350613,02,num,row_constant,84,[5],5],1,1
350613,350613,02,num,row_constant,85,[2],2],1,1
350613,350613,02,num,row_constant,86,[4],4],1,1
350613,350613,02,num,row_constant,87,[7],7],1,1
350613,350613,02,num,row_constant,88,[0],0],1,1
350613,350613,02,num,row_constant,89,[3],3],1,1
350613,350613,02,num,row_constant,90,[7],7],1,1
350613,350613,02,num,row_constant,91,[7],7],1,1
350613,350613,02,num,row_constant,92,[1],1],1,1
350613,350613,02,num,row_constant,93,[7],7],1,1
350613,350613,02,num,row_constant,94,[2],2],1,1
350613,350613,02,num,row_constant,95,[6],6],1,1
350613,350613,02,num,row_constant,96,[6],6],1,1
350613,350613,02,num,row_constant,97,[2],2],1,1
350613,350613,02,num,row_constant,98,[8],8],1,1
350613,350613,02,num,row_constant,99,[6],6],1,1
350613,350613,02,num,col_constant,0,[6],6],1,1
350613,350613,02,num,col_constant,1,[9],9],1,1
350613,350613,02,num,col_constant,2,[9],9,1,1
350613,350613,02,num,col_constant,3,[8],8],1,1
350613,350613,02,num,col_constant,4,[7],7,1,1
350613,350613,02,num,col_constant,5,[8],8,1,1
350613,350613,02,num,col_constant,6,[3],3,1,1
350613,350613,02,num,col_constant,7,[5],5],1,1
350613,350613,02,num,col_constant,8,[4],4,1,1
350613,350613,02,num,col_constant,9,[4],4,1,1
350613,350613,02,num,col_constant,10,[5],5,1,1
350613,350613,02,num,col_constant,11,[8],8,1,1
350613,350613,02,num,col_constant,12,[0],0],1,1
350613,350613,02,num,col_constant,13,[1],1],1,1
350613,350613,02,num,col_constant,14,[3],3],1,1
350613,350613,02,num,col_constant,15,[6],6,1,1
350613,350613,02,num,col_constant,16,[7],7,1,1
350613,350613,02,num,col_constant,17,[5],5,1,1
350613,350613,02,num,col_constant,18,[4],4,1,1
350613,350613,02,num,col_constant,19,[2],2],1,1
350613,350613,02,num,col_constant,20,[6],6],1,1
350613,350613,02,num,col_constant,21,[6],6,1,1
350613,350613,02,num,col_constant,22,[9],9],1,1
350613,350613,02,num,col_constant,23,[0],0],1,1
350613,350613,02,num,col_constant,24,[5],5],1,1
350613,350613,02,num,col_constant,25,[2],2],1,1
350613,350613,02,num,col_constant,26,[9],9,1,1
350613,350613,02,num,col_constant,27,[6],6,1,1
350613,350613,02,num,col_constant,28,[9],9],1,1
350613,350613,02,num,col_constant,29,[3],3],1,1
350613,350613,02,num,col_constant,30,[6],6,1,1
350613,350613,02,num,col_constant,31,[8],8,1,1
350613,350613,02,num,col_constant,32,[4],4,1,1
350613,350613,02,num,col_constant,33,[0],0],1,1
350613,350613,02,num,col_constant,34,[3],3],1,1
350613,350613,02,num,col_constant,35,[3],3,1,1
350613,350613,02,num,col_constant,36,[5],5,1,1
350613,350613,02,num,col_constant,37,[2],2],1,1
350613,350613,02,num,col_constant,38,[2],2],1,1
350613,350613,02,num,col_constant,39,[3],3],1,1
350613,350613,02,num,col_constant,40,[2],2],1,1
350613,350613,02,num,col_constant,41,[3],3],1,1
350613,350613,02,num,col_constant,42,[3],3,1,1
350613,350613,02,num,col_constant,43,[0],0],1,1
350613,350613,02,num,col_constant,44,[6],6],1,1
350613,350613,02,num,col_constant,45,[5],5],1,1
350613,350613,02,num,col_constant,46,[7],7,1,1
350613,350613,02,num,col_constant,47,[0],0,1,1
350613,350613,02,num,col_constant,48,[8],8],1,1
350613,350613,02,num,col_constant,49,[5],5,1,1
350613,350613,02,num,col_constant,50,[7],7,1,1
350613,350613,02,num,col_constant,51,[7],7],1,1
350613,350613,02,num,col_constant,52,[8],8,1,1
350613,350613,02,num,col_constant,53,[2],2,1,1
350613,350613,02,num,col_constant,54,[0],0],1,1
350613,350613,02,num,col_constant,55,[0],0],1,1
350613,350613,02,num,col_constant,56,[6],6],1,1
350613,350613,02,num,col_constant,57,[6],6,1,1
350613,350613,02,num,col_constant,58,[0],0],1,1
350613,350613,02,num,col_constant,59,[2],2],1,1
350613,350613,02,num,col_constant,60,[3],3],1,1
350613,350613,02,num,col_constant,61,[4],4,1,1
350613,350613,02,num,col_constant,62,[5],5,1,1
350613,350613,02,num,col_constant,63,[1],1],1,1
350613,350613,02,num,col_constant,64,[5],5],1,1
350613,350613,02,num,col_constant,65,[2],2],1,1
350613,350613,02,num,col_constant,66,[0],0,1,1
350613,350613,02,num,col_constant,67,[7],7],1,1
350613,350613,02,num,col_constant,68,[4],4,1,1
350613,350613,02,num,col_constant,69,[4],4],1,1
350613,350613,02,num,col_constant,70,[8],8,1,1
350613,350613,02,num,col_constant,71,[2],2],1,1
350613,350613,02,num,col_constant,72,[6],6],1,1
350613,350613,02,num,col_constant,73,[4],4],1,1
350613,350613,02,num,col_constant,74,[8],8,1,1
350613,350613,02,num,col_constant,75,[3],3],1,1
350613,350613,02,num,col_constant,76,[1],1,1,1
350613,350613,02,num,col_constant,77,[5],5],1,1
350613,350613,02,num,col_constant,78,[7],7,1,1
350613,350613,02,num,col_constant,79,[9],9,1,1
350613,350613,02,num,col_constant,80,[5],5,1,1
350613,350613,02,num,col_constant,81,[6],6,1,1
350613,350613,02,num,col_constant,82,[8],8],1,1
350613,350613,02,num,col_constant,83,[9],9],1,1
350613,350613,02,num,col_constant,84,[3],3],1,1
350613,350613,02,num,col_constant,85,[5],5,1,1
350613,350613,02,num,col_constant,86,[5],5],1,1
350613,350613,02,num,col_constant,87,[6],6],1,1
350613,350613,02,num,col_constant,88,[1],1,1,1
350613,350613,02,num,col_constant,89,[6],6],1,1
350613,350613,02,num,col_constant,90,[3],3],1,1
350613,350613,02,num,col_constant,91,[3],3,1,1
350613,350613,02,num,col_constant,92,[0],0,1,1
350613,350613,02,num,col_constant,93,[6],6,1,1
350613,350613,02,num,col_constant,94,[6],6],1,1
350613,350613,02,num,col_constant,95,[3],3,1,1
350613,350613,02,num,col_constant,96,[1],1],1,1
350613,350613,02,num,col_constant,97,[5],5,1,1
350613,350613,02,num,col_constant,98,[5],5,1,1
350613,350613,02,num,col_constant,99,[2],2],1,1
350613,350613,02,num,dist3_diag1,0,[2],2],1,1
350613,350613,02,num,dist3_diag1,1,[4],4],1,1
350613,350613,02,num,dist3_diag1,2,[7],7],1,1
350613,350613,02,num,dist3_diag1,3,[0],0],1,1
350613,350613,02,num,dist3_diag1,4,[6],6],1,1
350613,350613,02,num,dist3_diag1,5,[6],6],1,1
350613,350613,02,num,dist3_diag1,6,[2],2],1,1
350613,350613,02,num,dist3_diag1,7,[0],0],1,1
350613,350613,02,num,dist3_diag1,8,[9],9],1,1
350613,350613,02,num,dist3_diag1,9,[8],8],1,1
350613,350613,02,num,dist3_diag1,10,[5],5],1,1
350613,350613,02,num,dist3_diag1,11,[3],3],1,1
350613,350613,02,num,dist3_diag1,12,[0],0],1,1
350613,350613,02,num,dist3_diag1,13,[2],2],1,1
350613,350613,02,num,dist3_diag1,14,[3],3],1,1
350613,350613,02,num,dist3_diag1,15,[7],7],1,1
350613,350613,02,num,dist3_diag1,16,[6],6],1,1
350613,350613,02,num,dist3_diag1,17,[3],3],1,1
350613,350613,02,num,dist3_diag1,18,[3],3,1,1
350613,350613,02,num,dist3_diag1,19,[3],3],1,1
350613,350613,02,num,dist3_diag1,20,[7],7,1,1
350613,350613,02,num,dist3_diag1,21,[4],4],1,1
350613,350613,02,num,dist3_diag1,22,[9],9],1,1
350613,350613,02,num,dist3_diag1,23,[9],9],1,1
350613,350613,02,num,dist3_diag1,24,[7],7],1,1
350613,350613,02,num,dist3_diag1,25,[5],5],1,1
350613,350613,02,num,dist3_diag1,26,[4],4],1,1
350613,350613,02,num,dist3_diag1,27,[0],0],1,1
350613,350613,02,num,dist3_diag1,28,[8],8],1,1
350613,350613,02,num,dist3_diag1,29,[3],3],1,1
350613,350613,02,num,dist3_diag1,30,[4],4],1,1
350613,350613,02,num,dist3_diag1,31,[2],2],1,1
350613,350613,02,num,dist3_diag1,32,[8],8],1,1
350613,350613,02,num,dist3_diag1,33,[0],0],1,1
350613,350613,02,num,dist3_diag1,34,[8],8],1,1
350613,350613,02,num,dist3_diag1,35,[9],9],1,1
350613,350613,02,num,dist3_diag1,36,[0],0],1,1
350613,350613,02,num,dist3_diag1,37,[3],3],1,1
350613,350613,02,num,dist3_diag1,38,[4],4],1,1
350613,350613,02,num,dist3_diag1,39,[1],1],1,1
350613,350613,02,num,dist3_diag1,40,[5],5],1,1
350613,350613,02,num,dist3_diag1,41,[5],5],1,1
350613,350613,02,num,dist3_diag1,42,[6],6,1,1
350613,350613,02,num,dist3_diag1,43,[8],8],1,1
350613,350613,02,num,dist3_diag1,44,[9],9],1,1
350613,350613,02,num,dist3_diag1,45,[1],1],1,1
350613,350613,02,num,dist3_diag1,46,[3],3],1,1
350613,350613,02,num,dist3_diag1,47,[5],5],1,1
350613,350613,02,num,dist3_diag1,48,[0],0],1,1
350613,350613,02,num,dist3_diag1,49,[2],2],1,1
350613,350613,02,num,dist3_diag1,50,[6],6],1,1
350613,350613,02,num,dist3_diag1,51,[6],6],1,1
350613,350613,02,num,dist3_diag1,52,[4],4],1,1
350613,350613,02,num,dist3_diag1,53,[5],5],1,1
350613,350613,02,num,dist3_diag1,54,[9],9],1,1
350613,350613,02,num,dist3_diag1,55,[5],5],1,1
350613,350613,02,num,dist3_diag1,56,[0],0],1,1
350613,350613,02,num,dist3_diag1,57,[3],3],1,1
350613,350613,02,num,dist3_diag1,58,[3],3,1,1
350613,350613,02,num,dist3_diag1,59,[1],1],1,1
350613,350613,02,num,dist3_diag1,60,[8],8],1,1
350613,350613,02,num,dist3_diag1,61,[4],4],1,1
350613,350613,02,num,dist3_diag1,62,[6],6],1,1
350613,350613,02,num,dist3_diag1,63,[8],8],1,1
350613,350613,02,num,dist3_diag1,64,[5],5],1,1
350613,350613,02,num,dist3_diag1,65,[6],6],1,1
350613,350613,02,num,dist3_diag1,66,[0],0],1,1
350613,350613,02,num,dist3_diag1,67,[9],9],1,1
350613,350613,02,num,dist3_diag1,68,[5],5],1,1
350613,350613,02,num,dist3_diag1,69,[1],1],1,1
350613,350613,02,num,dist3_diag1,70,[7],7],1,1
350613,350613,02,num,dist3_diag1,71,[7],7],1,1
350613,350613,02,num,dist3_diag1,72,[9],9],1,1
350613,350613,02,num,dist3_diag1,73,[8],8],1,1
350613,350613,02,num,dist3_diag1,74,[8],8],1,1
350613,350613,02,num,dist3_diag1,75,[8],8],1,1
350613,350613,02,num,dist3_diag1,76,[6],6],1,1
350613,350613,02,num,dist3_diag1,77,[3],3],1,1
350613,350613,02,num,dist3_diag1,78,[7],7],1,1
350613,350613,02,num,dist3_diag1,79,[2],2],1,1
350613,350613,02,num,dist3_diag1,80,[3],3],1,1
350613,350613,02,num,dist3_diag1,81,[8],8],1,1
350613,350613,02,num,dist3_diag1,82,[9],9],1,1
350613,350613,02,num,dist3_diag1,83,[9],9],1,1
350613,350613,02,num,dist3_diag1,84,[8],8],1,1
350613,350613,02,num,dist3_diag1,85,[4],4],1,1
350613,350613,02,num,dist3_diag1,86,[3],3],1,1
350613,350613,02,num,dist3_diag1,87,[3],3],1,1
350613,350613,02,num,dist3_diag1,88,[6],6],1,1
350613,350613,02,num,dist3_diag1,89,[0],0],1,1
350613,350613,02,num,dist3_diag1,90,[4],4],1,1
350613,350613,02,num,dist3_diag1,91,[3],3],1,1
350613,350613,02,num,dist3_diag1,92,[8],8],1,1
350613,350613,02,num,dist3_diag1,93,[0],0],1,1
350613,350613,02,num,dist3_diag1,94,[4],4],1,1
350613,350613,02,num,dist3_diag1,95,[0],0],1,1
350613,350613,02,num,dist3_diag1,96,[6],6],1,1
350613,350613,02,num,dist3_diag1,97,[9],9,1,1
350613,350613,02,num,dist3_diag1,98,[6],6],1,1
350613,350613,02,num,dist3_diag1,99,[8],8],1,1
350613,350613,02,num,dist3_diag2,0,[9],9,1,1
350613,350613,02,num,dist3_diag2,1,[5],5,1,1
350613,350613,02,num,dist3_diag2,2,[5],5,1,1
350613,350613,02,num,dist3_diag2,3,[4],4,1,1
350613,350613,02,num,dist3_diag2,4,[2],2],1,1
350613,350613,02,num,dist3_diag2,5,[8],8],1,1
350613,350613,02,num,dist3_diag2,6,[4],4,1,1
350613,350613,02,num,dist3_diag2,7,[4],4,1,1
350613,350613,02,num,dist3_diag2,8,[9],9,1,1
350613,350613,02,num,dist3_diag2,9,[5],5],1,1
350613,350613,02,num,dist3_diag2,10,[7],7,1,1
350613,350613,02,num,dist3_diag2,11,[1],1,1,1
350613,350613,02,num,dist3_diag2,12,[1],1],1,1
350613,350613,02,num,dist3_diag2,13,[9],9,1,1
350613,350613,02,num,dist3_diag2,14,[3],3],1,1
350613,350613,02,num,dist3_diag2,15,[7],7,1,1
350613,350613,02,num,dist3_diag2,16,[5],5],1,1
350613,350613,02,num,dist3_diag2,17,[5],5,1,1
350613,350613,02,num,dist3_diag2,18,[5],5],1,1
350613,350613,02,num,dist3_diag2,19,[7],7],1,1
350613,350613,02,num,dist3_diag2,20,[9],9],1,1
350613,350613,02,num,dist3_diag2,21,[1],1],1,1
350613,350613,02,num,dist3_diag2,22,[8],8],1,1
350613,350613,02,num,dist3_diag2,23,[8],8,1,1
350613,350613,02,num,dist3_diag2,24,[6],6],1,1
350613,350613,02,num,dist3_diag2,25,[3],3,1,1
350613,350613,02,num,dist3_diag2,26,[4],4],1,1
350613,350613,02,num,dist3_diag2,27,[3],3],1,1
350613,350613,02,num,dist3_diag2,28,[6],6],1,1
350613,350613,02,num,dist3_diag2,29,[7],7],1,1
350613,350613,02,num,dist3_diag2,30,[6],6,1,1
350613,350613,02,num,dist3_diag2,31,[2],2,1,1
350613,350613,02,num,dist3_diag2,32,[3],3],1,1
350613,350613,02,num,dist3_diag2,33,[3],3,1,1
350613,350613,02,num,dist3_diag2,34,[0],0],1,1
350613,350613,02,num,dist3_diag2,35,[8],8,1,1
350613,350613,02,num,dist3_diag2,36,[6],6],1,1
350613,350613,02,num,dist3_diag2,37,[3],3,1,1
350613,350613,02,num,dist3_diag2,38,[7],7],1,1
350613,350613,02,num,dist3_diag2,39,[4],4,1,1
350613,350613,02,num,dist3_diag2,40,[8],8],1,1
350613,350613,02,num,dist3_diag2,41,[8],8],1,1
350613,350613,02,num,dist3_diag2,42,[2],2,1,1
350613,350613,02,num,dist3_diag2,43,[9],9,1,1
350613,350613,02,num,dist3_diag2,44,[2],2,1,1
350613,350613,02,num,dist3_diag2,45,[4],4],1,1
350613,350613,02,num,dist3_diag2,46,[5],5],1,1
350613,350613,02,num,dist3_diag2,47,[5],5],1,1
350613,350613,02,num,dist3_diag2,48,[0],0],1,1
350613,350613,02,num,dist3_diag2,49,[9],9],1,1
350613,350613,02,num,dist3_diag2,50,[5],5],1,1
350613,350613,02,num,dist3_diag2,51,[2],2],1,1
350613,350613,02,num,dist3_diag2,52,[9],9],1,1
350613,350613,02,num,dist3_diag2,53,[2],2,1,1
350613,350613,02,num,dist3_diag2,54,[5],5],1,1
350613,350613,02,num,dist3_diag2,55,[3],3],1,1
350613,350613,02,num,dist3_diag2,56,[5],5,1,1
350613,350613,02,num,dist3_diag2,57,[8],8],1,1
350613,350613,02,num,dist3_diag2,58,[3],3,1,1
350613,350613,02,num,dist3_diag2,59,[9],9],1,1
350613,350613,02,num,dist3_diag2,60,[1],1],1,1
350613,350613,02,num,dist3_diag2,61,[3],3,1,1
350613,350613,02,num,dist3_diag2,62,[9],9,1,1
350613,350613,02,num,dist3_diag2,63,[7],7],1,1
350613,350613,02,num,dist3_diag2,64,[5],5,1,1
350613,350613,02,num,dist3_diag2,65,[4],4,1,1
350613,350613,02,num,dist3_diag2,66,[3],3],1,1
350613,350613,02,num,dist3_diag2,67,[4],4],1,1
350613,350613,02,num,dist3_diag2,68,[7],7],1,1
350613,350613,02,num,dist3_diag2,69,[8],8,1,1
350613,350613,02,num,dist3_diag2,70,[3],3],1,1
350613,350613,02,num,dist3_diag2,71,[6],6],1,1
350613,350613,02,num,dist3_diag2,72,[5],5],1,1
350613,350613,02,num,dist3_diag2,73,[9],9,1,1
350613,350613,02,num,dist3_diag2,74,[6],6],1,1
350613,350613,02,num,dist3_diag2,75,[3],3],1,1
350613,350613,02,num,dist3_diag2,76,[7],7],1,1
350613,350613,02,num,dist3_diag2,77,[3],3],1,1
350613,350613,02,num,dist3_diag2,78,[7],7,1,1
350613,350613,02,num,dist3_diag2,79,[0],0,1,1
350613,350613,02,num,dist3_diag2,80,[9],9],1,1
350613,350613,02,num,dist3_diag2,81,[7],7,1,1
350613,350613,02,num,dist3_diag2,82,[7],7],1,1
350613,350613,02,num,dist3_diag2,83,[0],0],1,1
350613,350613,02,num,dist3_diag2,84,[4],4,1,1
350613,350613,02,num,dist3_diag2,85,[5],5,1,1
350613,350613,02,num,dist3_diag2,86,[4],4],1,1
350613,350613,02,num,dist3_diag2,87,[3],3],1,1
350613,350613,02,num,dist3_diag2,88,[5],5],1,1
350613,350613,02,num,dist3_diag2,89,[6],6,1,1
350613,350613,02,num,dist3_diag2,90,[0],0,1,1
350613,350613,02,num,dist3_diag2,91,[0],0],1,1
350613,350613,02,num,dist3_diag2,92,[3],3],1,1
350613,350613,02,num,dist3_diag2,93,[1],1,1,1
350613,350613,02,num,dist3_diag2,94,[4],4],1,1
350613,350613,02,num,dist3_diag2,95,[4],4],1,1
350613,350613,02,num,dist3_diag2,96,[6],6,1,1
350613,350613,02,num,dist3_diag2,97,[4],4,1,1
350613,350613,02,num,dist3_diag2,98,[5],5],1,1
350613,350613,02,num,dist3_diag2,99,[0],0,1,1
350613,350613,02,num,prog_size1,0,[4],4,1,1
350613,350613,02,num,prog_size1,1,[5],5,1,1
350613,350613,02,num,prog_size1,2,[6],6,1,1
350613,350613,02,num,prog_size1,3,[7],7],1,1
350613,350613,02,num,prog_size1,4,[8],8],1,1
350613,350613,02,num,prog_size1,5,[9],9],1,1
350613,350613,02,num,prog_size1,6,[0],0],1,1
350613,350613,02,num,prog_size1,7,[1],1],1,1
350613,350613,02,num,prog_size1,8,[2],2],1,1
350613,350613,02,num,prog_size1,9,[3],3],1,1
350613,350613,02,num,prog_size1,10,[4],4],1,1
350613,350613,02,num,prog_size1,11,[5],5],1,1
350613,350613,02,num,prog_size2,0,[8],8],1,1
350613,350613,02,num,prog_size2,1,[9],9],1,1
350613,350613,02,num,prog_size2,2,[0],0],1,1
350613,350613,02,num,prog_size2,3,[1],1],1,1
350613,350613,02,num,two_rule_comb0,0,[6 9],6 9],1,1
350613,350613,02,num,two_rule_comb0,1,[7 0],7 0],1,1
350613,350613,02,num,two_rule_comb0,2,[2 4],2 4],1,1
350613,350613,02,num,two_rule_comb0,3,[2 0],2 0],1,1
350613,350613,02,num,two_rule_comb0,4,[9 2],9 2],1,1
350613,350613,02,num,two_rule_comb0,5,[7 0],7 0],1,1
350613,350613,02,num,two_rule_comb0,6,[1 9],1 9],1,1
350613,350613,02,num,two_rule_comb0,7,[1 7],1 7],1,1
350613,350613,02,num,two_rule_comb0,8,[7 3],7 3],1,1
350613,350613,02,num,two_rule_comb0,9,[9 0],9 0],1,1
350613,350613,02,num,two_rule_comb0,10,[7 2],7 2],1,1
350613,350613,02,num,two_rule_comb0,11,[1 6],1 6],1,1
350613,350613,02,num,two_rule_comb0,12,[7 4],7 4],1,1
350613,350613,02,num,two_rule_comb0,13,[9 7],9 7],1,1
350613,350613,02,num,two_rule_comb0,14,[0 0],0 0],1,1
350613,350613,02,num,two_rule_comb0,15,[3 7],3 7],1,1
350613,350613,02,num,two_rule_comb0,16,[7 3],7 3],1,1
350613,350613,02,num,two_rule_comb0,17,[9 0],9 0],1,1
350613,350613,02,num,two_rule_comb0,18,[7 2],7 2],1,1
350613,350613,02,num,two_rule_comb0,19,[2 6],2 6],1,1
350613,350613,02,num,two_rule_comb0,20,[5 5],5 5],1,1
350613,350613,02,num,two_rule_comb0,21,[8 5],8 5],1,1
350613,350613,02,num,two_rule_comb0,22,[6 4],6 4],1,1
350613,350613,02,num,two_rule_comb0,23,[6 8],6 8],1,1
350613,350613,02,num,two_rule_comb0,24,[7 1],7 1],1,1
350613,350613,02,num,two_rule_comb0,25,[5 1],5 1],1,1
350613,350613,02,num,two_rule_comb0,26,[6 8],6 8],1,1
350613,350613,02,num,two_rule_comb0,27,[7 7],7 7],1,1
350613,350613,02,num,two_rule_comb0,28,[7 1],7 1],1,1
350613,350613,02,num,two_rule_comb0,29,[0 2],0 2],1,1
350613,350613,02,num,two_rule_comb0,30,[9 4],9 4],1,1
350613,350613,02,num,two_rule_comb0,31,[4 5],4 5],1,1
350613,350613,02,num,two_rule_comb0,32,[3 3],3 3],1,1
350613,350613,02,num,two_rule_comb0,33,[7 9],7 9],1,1
350613,350613,02,num,two_rule_comb0,34,[4 2],4 2],1,1
350613,350613,02,num,two_rule_comb0,35,[8 9],8 9],1,1
350613,350613,02,num,two_rule_comb0,36,[6 5],6 5],1,1
350613,350613,02,num,two_rule_comb0,37,[1 5],1 5],1,1
350613,350613,02,num,two_rule_comb0,38,[3 6],3 6],1,1
350613,350613,02,num,two_rule_comb0,39,[5 9],5 9],1,1
350613,350613,02,num,two_rule_comb0,40,[5 6],5 6],1,1
350613,350613,02,num,two_rule_comb0,41,[1 2],1 2],1,1
350613,350613,02,num,two_rule_comb0,42,[1 7],1 7],1,1
350613,350613,02,num,two_rule_comb0,43,[8 0],8 0],1,1
350613,350613,02,num,two_rule_comb0,44,[3 2],3 2],1,1
350613,350613,02,num,two_rule_comb0,45,[7 4],7 4],1,1
350613,350613,02,num,two_rule_comb0,46,[9 6],None,0,1
350613,350613,02,num,two_rule_comb0,47,[4 2],4 2],1,1
350613,350613,02,num,two_rule_comb0,48,[6 4],6 4],1,1
350613,350613,02,num,two_rule_comb0,49,[8 9],8 9],1,1
350613,350613,02,num,two_rule_comb0,50,[2 0],2 0],1,1
350613,350613,02,num,two_rule_comb0,51,[7 5],7 5],1,1
350613,350613,02,num,two_rule_comb0,52,[2 3],2 3],1,1
350613,350613,02,num,two_rule_comb0,53,[3 5],3 5],1,1
350613,350613,02,num,two_rule_comb0,54,[0 7],0 7],1,1
350613,350613,02,num,two_rule_comb0,55,[1 6],1 6],1,1
350613,350613,02,num,two_rule_comb0,56,[7 1],7 1],1,1
350613,350613,02,num,two_rule_comb0,57,[6 8],6 8],1,1
350613,350613,02,num,two_rule_comb0,58,[8 0],8 0],1,1
350613,350613,02,num,two_rule_comb0,59,[3 0],3 0],1,1
350613,350613,02,num,two_rule_comb0,60,[3 0],3 0],1,1
350613,350613,02,num,two_rule_comb0,61,[2 3],2 3],1,1
350613,350613,02,num,two_rule_comb0,62,[6 3],6 3],1,1
350613,350613,02,num,two_rule_comb0,63,[0 8],0 8],1,1
350613,350613,02,num,two_rule_comb0,64,[9 7],None,0,1
350613,350613,02,num,two_rule_comb0,65,[5 4],5 4],1,1
350613,350613,02,num,two_rule_comb0,66,[2 6],2 6],1,1
350613,350613,02,num,two_rule_comb0,67,[0 8],0 8],1,1
350613,350613,02,num,two_rule_comb0,68,[8 0],8 0],1,1
350613,350613,02,num,two_rule_comb0,69,[6 1],6 1],1,1
350613,350613,02,num,two_rule_comb0,70,[4 6],4 6],1,1
350613,350613,02,num,two_rule_comb0,71,[9 0],9 0],1,1
350613,350613,02,num,two_rule_comb0,72,[3 2],3 2],1,1
